"License No.","Business Name",DBA,"License Type",City,County,Expiration
DAAA-IXVZ-MDFV,"THE 420 JOINT II LLC","420 JOINT KETCHUM",Dispensary,Vinita,Craig,2023-12-21
DAAA-FJQT-IQAY,"OKIE LEAF DISPENSARY LLC","OKIE LEAF DISPENSARY",Dispensary,Claremore,Rogers,2023-12-21
DAAA-YHEA-8BIR,"Brickyard Budz LLC","Brickyard Budz LLC",Dispensary,Bartlesville,Washington,2023-12-21
DAAA-QVC6-B8VR,"Jagged Quail Investments, Inc.","Jagged Quail Investments, Inc.",Dispensary,Edmond,Oklahoma,2023-12-21
DAAA-X7XP-Q2J9,"Green Supreme Rockwell Ave, LLC","Green Supreme Rockwell Ave, LLC",Dispensary,Edmond,Logan,2023-12-21
DAAA-QJ0N-J0XK,"American Cannabis Company - 17, LLC","American Cannabis Company - 17, LLC",Dispensary,Guthrie,Logan,2023-12-22
DAAA-NB7L-UEQN,"Herblo OKC, Inc","Herblo OKC, Inc",Dispensary,Edmond,Oklahoma,2023-12-22
DAAA-V430-G70H,"Humphrey Miller","Hump's House Of Buds",Dispensary,Durant,Bryan,2023-12-22
DAAA-DQBI-QMLN,"Flower Bar LLC","Flower Bar LLC",Dispensary,Tonkawa,Kay,2024-05-15
DAAA-3HSJ-82EF,"Royal Leaf Cannabis Dispensary, LLC","Royal Leaf Cannabis Dispensary, LLC",Dispensary,Bokchito,Bryan,2023-12-22
DAAA-K8U9-U4AK,"Cali Clouds, LLC",NONE,Dispensary,Ardmore,Carter,2023-12-22
DAAA-020P-A636,"Indica Cannabis Co.","Indica Cannabis Co.",Dispensary,"Oklahoma City",Oklahoma,2023-12-22
DAAA-UPVB-N2C9,"Wolfpack Farms LLC","Wolfpack Farms",Dispensary,Vinita,Craig,2023-12-22
DAAA-39MJ-YCX8,"firehouse craft cannabis llc","firehouse craft cannabis llc",Dispensary,Marietta,Love,2023-12-22
DAAA-ODTF-NQO5,"house of o & grow inc","house of o & grow inc",Dispensary,Ardmore,Carter,2023-12-22
DAAA-CCPW-P3BA,"OMMD LLC","OMMD LLC",Dispensary,Norman,Cleveland,2023-12-23
DAAA-IAQ6-PHAE,"Wholesale Cannabis Company 1, LLC","Wholesale Cannabis Company 1, LLC",Dispensary,Mounds,Creek,2023-12-23
DAAA-NK3S-7QCY,"Simply Plus Fire LLC","Simply Plus Fire LLC",Dispensary,Bartlesville,Washington,2023-12-23
DAAA-4WI4-MIR2,"the lighthouse dispensary 2 llc","the lighthouse dispensary 2 llc",Dispensary,"Oklahoma City",Oklahoma,2023-12-28
DAAA-0AWL-8WAE,"The greenhouse and supply co #5 llc","The greenhouse and supply co #5 llc",Dispensary,"Rush springs",Grady,2023-12-28
DAAA-MITV-3JE2,"Exhale Brand TWO LLC","Exhale Brand TWO LLC",Dispensary,Shawnee,Pottawatomie,2023-12-28
DAAA-HFYP-RJE5,"CNC Retailers LLC","CNC Retailers LLC",Dispensary,"Broken Bow",McCurtain,2023-12-28
DAAA-RV7B-QGDF,"Red-Tail Dispensary, LLC","Red-Tail Dispensary",Dispensary,Kingfisher,Kingfisher,2023-12-28
DAAA-R5AK-8OAH,"TGM Farms LLC","TGM Farms LLC",Dispensary,ATOKA,Atoka,2023-12-28
DAAA-5DN8-USYT,"SOCO, LLC","Pot Lizard",Dispensary,"South Coffeyville",Nowata,2023-12-28
DAAA-MENL-0E0Z,"SHAKE SHACK LLC","SHAKE SHACK LLC",Dispensary,LAWTON,Comanche,2023-12-28
DAAA-YUJG-U6NP,"Lokol Smokehouse LLC","Bigfoot Cannabis Co. II",Dispensary,Wagoner,Wagoner,2023-12-28
DAAA-8IWY-9ATY,"Flower Headz LLC","Flower Headz",Dispensary,Ada,Pontotoc,2023-12-29
DAAA-9A5F-RW04,"Highbiz Spot LLC","Highbiz Spot LLC",Dispensary,Muskogee,Muskogee,2023-12-29
DAAA-RCWU-JHX5,"Canna Land LLC","Canna Land LLC",Dispensary,Moore,Cleveland,2023-12-29
DAAA-ECEQ-DJNM,"KINGDICA, LLC","KINGDICA, LLC",Dispensary,"Oklahoma City",Oklahoma,2023-12-29
DAAA-W77X-W4HN,"Kush Museum","Kush Museum",Dispensary,"Oklahoma City",Oklahoma,2023-12-29
DAAA-EGM2-2ZFT,"Elysian Vision Inc","Elysian Vision Inc",Dispensary,MACOMB,Pottawatomie,2023-12-29
DAAA-RTLT-WHJX,"Green Goddess Dispensary","Green Goddess Dispensary",Dispensary,"Broken Arrow",Tulsa,2023-12-30
DAAA-RV73-37BU,"H2Organics LLC","Canna Crib",Dispensary,Ardmore,Carter,2023-12-30
DAAA-0VGE-Q7UF,"GOD'S PLAN 2, LLC","GOD'S PLAN 2, LLC",Dispensary,Edmond,Logan,2023-12-30
DAAA-IF06-I98K,"Mark Horstman and Anette Horstman","Valhalla Meds/ Valhalla Dispensary",Dispensary,Heavener,"Le Flore",2023-12-30
DAAA-A7PU-USSV,"Bao Loc Enterprises LLC","Jade Dispensary #2",Dispensary,"Oklahoma City",Oklahoma,2023-12-30
DAAA-D0JW-FT2N,"Sun Glow Farms Dispensary, LLC","Sun Glow Farms Dispensary, LLC",Dispensary,Foster,Stephens,2023-12-30
DAAA-PEZJ-FV8Y,"178500 Duncan, LLC","178500 Duncan, LLC",Dispensary,Duncan,Stephens,2023-12-30
DAAA-MS33-ON31,"Green Soul Dispensary","Green Soul Dispensary",Dispensary,gracemont,Caddo,2023-12-30
DAAA-81PP-6YTY,"2311 WONDERLAND LLC","OKIE WONDERLAND MIDTOWN",Dispensary,Tulsa,Tulsa,2023-12-30
DAAA-MAO9-4J4Q,"Mariteq Dispensaries LLC","Redbird Birdhouse Enid",Dispensary,Enid,Garfield,2024-01-03
DAAA-0ZFY-RLKR,"J DUB DISPENSARY, LLC","J DUB DISPENSARY, LLC",Dispensary,DURANT,Bryan,2024-01-03
DAAA-R65C-8D9A,"THE FIRE PIT NO. 1, LLC","THE FIRE PIT NO. 1, LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-03
DAAA-TGB8-DJ6H,"OK Herbs","OK Herbs",Dispensary,Colbert,Bryan,2024-01-03
DAAA-OBLC-EOJX,"S Farmers Market LLC","Sage Farmers Market",Dispensary,"oklahoma city",Oklahoma,2024-01-03
DAAA-OM1F-0Y52,"Strange Astronauts","Strange Astronauts",Dispensary,Ada,Pontotoc,2024-01-03
DAAA-ESU8-IUAW,"Mint Ventures LLC","Mint Ventures Pharm (MVP)",Dispensary,Edmond,Logan,2024-01-03
DAAA-W7BA-9QPT,"ISANA HEALTH SCIENCE LLC","penn dispensary",Dispensary,"Oklahoma City",Oklahoma,2024-01-03
DAAA-OMNY-70IU,"Brandon Hall","Doobies Flower shop",Dispensary,boswell,Choctaw,2024-01-03
DAAA-30YR-10J5,"Border Town Dispensary LLC","Border Town Dispensary LLC",Dispensary,Pocola,"Le Flore",2024-01-03
DAAA-LPV8-R7CE,"Stoned Flower, LLC","Stoned Flower",Dispensary,"Oklahoma City",Oklahoma,2024-01-03
DAAA-U3R1-9J8L,"RIDERS IN THE SKY LLC","KUSH GARDENS STORE 13",Dispensary,Shawnee,Pottawatomie,2024-01-03
DAAA-D5XZ-F6GT,"THE GARDEN HOUSE WELLNESS LLC","THE GARDEN HOUSE WELLNESS LLC",Dispensary,Enid,Garfield,2024-01-04
DAAA-QE0P-SKHO,"1 FINE FARMACY LLC","1 FINE FARMACY LLC",Dispensary,Medford,Grant,2024-01-04
DAAA-XZTH-5JPC,"OKIE HIGHLAND FARMS LLC","WEED STOP",Dispensary,Bartlesville,Washington,2024-01-04
DAAA-Z625-F8J6,"Mango Group Norman LLC","Mango Group Norman LLC",Dispensary,Norman,Cleveland,2024-01-04
DAAA-YC2K-POYH,"Tuttle Terp Vibez LLC","Tuttle Terp Vibez, LLC",Dispensary,Tuttle,Grady,2024-01-04
DAAA-V7GO-0WSL,"Werewolf Farm Supply Co. LLC","Werewolf Farm Supply Co",Dispensary,Lawton,Comanche,2024-01-04
DAAA-1NPD-P2JZ,"2604 KG MUSKOGEE","KUSH GARDENS STORE 12",Dispensary,Muskogee,Muskogee,2024-01-04
DAAA-92QF-D0A9,"4FRONT VENTURES LLC","4FRONT VENTURES LLC",Dispensary,NOBLE,Cleveland,2024-01-04
DAAA-Q6CQ-MLHU,"Munchies Flower co","Munchies Flower co",Dispensary,"Oklahoma City",Oklahoma,2024-01-04
DAAA-EAFG-AK8I,"Archipelago Operations, LLC","Archipelago Operations, LLC",Dispensary,COYLE,Logan,2024-01-04
DAAA-NRQO-YD7R,"BUDS & ROSES DISPENSARY LLC","BUDS & ROSES DISPENSARY LLC",Dispensary,Okmulgee,Okmulgee,2024-01-04
DAAA-JMVW-MG9X,"Prairie Creek Cannabis, LLC","Prairie Creek Cannabis, LLC",Dispensary,Noble,Cleveland,2024-01-05
DAAA-98DW-WDHN,"Chatley & Son LLC","Wilburton East End Dispensary",Dispensary,WILBURTON,Latimer,2024-01-05
DAAA-3VRV-1C03,"Willies Weed Shop LLC","Willies Weed Shop LLC",Dispensary,Stigler,Haskell,2024-01-05
DAAA-DEEW-SJVX,"Taste of Tulsa llc","Taste of Tulsa llc",Dispensary,Tulsa,Tulsa,2024-01-05
DAAA-U9FB-9OX2,"Iron Wellness Group llc","Pot Ex",Dispensary,Langley,Mayes,2024-01-05
DAAA-6637-H24E,"Wholesale Cannabis Company 2","Wholesale Cannabis Company 2",Dispensary,okmulgee,Okmulgee,2024-01-05
DAAA-QP29-18K1,"Elevation Community LLC","Sparrow Jane Dispensaries",Dispensary,"Oklahoma City",Oklahoma,2024-01-05
DAAA-RIPJ-KVKQ,"Native Harvest, LLC","Native Harvest LLC",Dispensary,NORMAN,Cleveland,2024-01-05
DAAA-MSWI-WLBQ,"NUGZ LLC",NUGZ,Dispensary,Purcell,McClain,2024-01-05
DAAA-85WN-KDW6,"Native Harvest, LLC","Native Harvest, LLC",Dispensary,Enid,Garfield,2024-01-05
DAAA-Q6OD-VERO,"2120 NW 23RD, LLC","2120 NW 23RD, LLC",Dispensary,Edmond,Logan,2024-01-05
DAAA-SGCL-KC44,"Pot Brothers Farms LLC","Pot Brothers Farms LLC",Dispensary,Colbert,Bryan,2024-01-06
DAAA-F5NR-QRKA,"BLUE BODARK, LLC",Falcanna,Dispensary,Guthrie,Logan,2024-01-06
DAAA-306M-C7HM,"The greenhouse and supply co #2 llc","The greenhouse and supply co #2 llc",Dispensary,Apache,Caddo,2024-01-06
DAAA-Q5DN-1JC3,"RAMBLIN MANAGEMENT LLC","KUSH GARDENS STORE 16",Dispensary,TRIBBEY,Pottawatomie,2024-01-06
DAAA-5N4S-00IY,"Lollipot Pharms, LLC","Lollipot Pharms, LLC",Dispensary,Wister,"Le Flore",2024-01-06
DAAA-A2BB-XQ5Y,"Down South Management LLC",Bugsonus,Dispensary,Noble,Cleveland,2024-01-06
DAAA-GCSI-G2G0,"Naturally Rooted Farms Processing LLC","Naturally Rooted Farmacy",Dispensary,Haworth,McCurtain,2024-01-06
DAAA-FTH1-MLIM,"Leo Sun, LLC","Leo Sun, LLC",Dispensary,Shawnee,Pottawatomie,2024-01-06
DAAA-Q9AY-SUQ7,"Pistillate, LLC","Pistillate, LLC",Dispensary,Tecumseh,Pottawatomie,2024-01-06
DAAA-GID5-L58W,"Spartan Fire LLC","Spartan Fire",Dispensary,copan,Washington,2024-01-06
DAAA-KNRH-YEM3,"Cosmic Nugget Dispensary, LLC","Cosmic Nugget Dispensary, LLC",Dispensary,Prague,Lincoln,2024-01-06
DAAA-I175-H149,"Christopher Donohue","The Fire Nation Dispensary",Dispensary,Caddo,Bryan,2024-01-09
DAAA-IZ3E-XPA5,"Sticky Forest OKC Inc","Sticky Forest OKC Inc",Dispensary,COYLE,Logan,2024-01-09
DAAA-E054-LAMV,"Maggie's Farm, LLC","Maggie's Farm, LLC",Dispensary,Keota,"Le Flore",2024-01-09
DAAA-M3E5-9GOJ,"Mr. Green Riverwind LLC","Great Life Canna Co",Dispensary,Norman,Cleveland,2024-01-09
DAAA-AKXS-3E57,"NEXLEAF DISPENSARY, LLC","NEXLEAF DISPENSARY, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-09
DAAA-6WHB-5LQJ,"Green Champ LLC","Green Champ LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-09
DAAA-LV46-CVFV,"Monroco Inc","Bud Brothers 101",Dispensary,Altus,Jackson,2024-01-09
DAAA-TPE6-SE1M,"OKAF, Inc","Apothecary Extracts",Dispensary,Beggs,Okmulgee,2024-01-09
DAAA-6R8S-0LPJ,"PLANT IT EUPHORIA LLP","PLANT IT EUPHORIA LLP",Dispensary,LAWTON,Comanche,2024-01-09
DAAA-XRRF-VNA5,"Jenitex LLC","Jenitex LLC",Dispensary,Grant,Choctaw,2024-01-09
DAAA-YBZG-Y4T2,"Ace Distro LLC","Ace Distro LLC",Dispensary,carmen,Alfalfa,2024-01-09
DAAA-SSPH-EB1M,"Space High Dispensary No2 LLC","Space High Dispensary No2 LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-09
DAAA-9GKC-CP1U,"Big Jerry's Buds Co.","Big Jerry's Buds",Dispensary,Turpin,Beaver,2024-01-10
DAAA-I6IU-ETW9,"Thackerville 2021, LLC","Thackerville Dispo",Dispensary,Thackerville,Love,2024-01-10
DAAA-N7HP-C56Y,"Blue Sky Buds LLC",Brixx,Dispensary,Stillwater,Payne,2024-01-10
DAAA-KQ6L-A0WE,"SG OutLit 2, LLC","SoonerGlue OutLit - Enid",Dispensary,Edmond,Logan,2024-01-10
DAAA-JBWI-N4SA,"Tom River Group, LLC","Tom River Group",Dispensary,Idabel,McCurtain,2024-01-10
DAAA-QT37-EWPB,"Big Country Investment Group Corporation","Big Country Investment Group Corporation",Dispensary,"Broken Bow",McCurtain,2024-01-11
DAAA-WEOY-7Z3C,"The Main Strain LLC","The Main Strain LLC",Dispensary,CHICKASHA,Grady,2024-01-11
DAAA-4S71-4ZCC,"Our Time Dispensary LLC","Our Time Dispensary LLC",Dispensary,Muskogee,Muskogee,2024-01-11
DAAA-7QYY-ISZ9,"WEED NATION LLC","WEED NATION",Dispensary,"Oklahoma city",Oklahoma,2024-01-11
DAAA-XHXS-35Y3,"Hollywood's House of Fire Incorporated","Hollywood's House of Fire Incorporated",Dispensary,Ardmore,Carter,2024-01-11
DAAA-VH4N-E316,"LT Joint Venture MWC LLC","LT Joint Venture MWC LLC",Dispensary,"Midwest City",Oklahoma,2024-01-11
DAAA-6A6S-J7AK,"Royce Industries LLc","Casa De Fuego",Dispensary,Muldrow,Sequoyah,2024-01-11
DAAA-EXT3-1ZD7,"Huey Blendz, LLC","Huey Blendz, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-11
DAAA-AYZJ-FN7I,"LIQ LLC",BudEaze,Dispensary,"Oklahoma City",Oklahoma,2024-01-12
DAAA-XION-UO22,"Mango Group Edmond, LLC","Mango Group Edmond",Dispensary,"Oklahoma City",Oklahoma,2024-01-12
DAAA-D66H-E5NV,"379020 Oklahoma LLC","379020 Oklahoma LLC",Dispensary,Okemah,Okfuskee,2024-01-12
DAAA-JH8W-VEG9,"Ramiro Sanchez, LLC","Natural High",Dispensary,Sayre,Beckham,2024-01-12
DAAA-8PJQ-CP5J,"Gladiator Cannabis, LLC","Gladiator Cannabis, LLC",Dispensary,Norman,Cleveland,2024-01-12
DAAA-100Q-64JN,"GOOD VIBES MEDICAL INC","GOOD VIBES MEDICAL INC",Dispensary,OCHELATA,Washington,2024-01-12
DAAA-I178-QP4A,"LIQ LLC",BudEaze,Dispensary,Norman,Cleveland,2024-01-12
DAAA-SZ4M-PNK7,"Integrated Farming Oklahoma LLC","Meridian Discount Dispensary",Dispensary,"Oklahoma City",Oklahoma,2024-01-12
DAAA-QLIU-CLVJ,"Ardent West, LLC.","Ardent West, LLC.",Dispensary,Okmulgee,Okmulgee,2024-01-12
DAAA-AWWX-F3RK,"Jakes Beyond Bud Inc.","Jakes Beyond Bud Inc.",Dispensary,Chouteau,Mayes,2024-01-13
DAAA-UQD9-5UN3,"Tulilusa Meds LLC","Tulilusa Meds LLC",Dispensary,Keota,Haskell,2024-01-13
DAAA-1PXH-UPO6,"Platinum Cannabis group llc","Platinum cannabis",Dispensary,Tulsa,Tulsa,2024-01-13
DAAA-0E78-2LY8,"Pure Industries, LLC","Pure Industries, LLC",Dispensary,Norman,McClain,2024-01-13
DAAA-2Z66-V8X2,"MDS organics","Medical View",Dispensary,Quinton,Pittsburg,2024-01-13
DAAA-UEAA-ROVA,"AAA Cannabis, LLC","AAA Cannabis, LLC",Dispensary,mcalester,Pittsburg,2024-01-13
DAAA-6RTX-D8ED,"Marleys llc","Marleys llc",Dispensary,tulsa,Tulsa,2024-01-13
DAAA-X70K-CWMB,"RED RIVER CANNABIS CO., LLC","RED RIVER CANNABIS CO., LLC",Dispensary,DEVOL,Cotton,2024-01-30
DAAA-9NWM-ZV3I,"Aaron Benjamin Scheiner","ATG Acres Dispensary",Dispensary,Binger,Caddo,2024-01-17
DAAA-JJ91-SG7J,"LOYD'S OF OKLAHOMA LLC","LOYD'S OF OKLAHOMA LLC",Dispensary,Nowata,Nowata,2024-01-17
DAAA-FQXD-7VCX,"Wagon Wheel Distributing, Inc.","Wagon Wheel Distributing, Inc.",Dispensary,Calera,Bryan,2024-01-17
DAAA-9CD8-GCQ5,"Tasty Jays, LLC","Tasty Jays, LLC",Dispensary,Tribbey,Pottawatomie,2024-01-17
DAAA-TQCG-0GE9,"Thats Delicious LLC","Thats Delicious LLC",Dispensary,STONEWALL,Pontotoc,2024-01-17
DAAA-J78A-E2YT,"Loud House Exotics llc","Loud House Exotics",Dispensary,"Midwest City",Oklahoma,2024-01-17
DAAA-F4Q4-OTP3,"Kiowa Wellness Center (KWC) LLC","Kiowa Wellness Center (KWC) LLC",Dispensary,Tipton,Tillman,2024-01-18
DAAA-TKXO-1XGY,"Uplifted Meds LLC","Uplifted Meds LLC",Dispensary,Durant,Bryan,2024-01-18
DAAA-N2NL-4WPN,"WILDWOOD FLOWER PHARM, LLC","WILDWOOD FLOWER PHARM, LLC",Dispensary,Kingston,Marshall,2024-01-18
DAAA-Y1UI-C3QX,"AMERICAN CANNABIS COMPANY - 18, LLC","AMERICAN CANNABIS COMPANY - 18, LLC",Dispensary,Guthrie,Logan,2024-01-18
DAAA-7TSR-KTO2,"The greenhouse and supply co #4 llc","The greenhouse and supply co #4 llc",Dispensary,Gracemont,Caddo,2024-01-18
DAAA-OPVW-UM0C,"AMERICAN CANNABIS COMPANY - 19, LLC","AMERICAN CANNABIS COMPANY - 19, LLC",Dispensary,Guthrie,Logan,2024-01-18
DAAA-7OR1-Y6LQ,"RSJ Enterprises ONE, LLC","Sparrow Jane Dispensaries",Dispensary,"Oklahoma City",Oklahoma,2024-01-18
DAAA-39QS-BVM1,420/7,420/7,Dispensary,warner,Muskogee,2024-01-23
DAAA-Z4G5-5PID,"The Gram Factory, LLC","The Gram Factory, LLC",Dispensary,Edmond,Logan,2024-01-23
DAAA-RZJY-IREY,"Scalable Farms","Scalable Farms",Dispensary,Lindsay,Garvin,2024-01-23
DAAA-THCH-IQB5,"Tanner W Beach","Madam J's Apothecary",Dispensary,Edmond,Oklahoma,2024-01-23
DAAA-UHME-HO8D,"Wanette Cannabis Company","Wanette Cannabis Company",Dispensary,Wanette,Pottawatomie,2024-01-23
DAAA-MHAS-U0HW,"Royal Leaf Cannabis Dispensary, LLC","Royal Leaf Cannabis Dispensary, LLC",Dispensary,Wilson,Carter,2024-01-23
DAAA-U45S-AZMW,"Mango Group NWA LLC","Mango Group NWA LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-23
DAAA-JSRW-GJKU,"MANGO GROUP MAY, LLC","MANGO GROUP MAY, LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-23
DAAA-DNC7-G41A,"Debra Woodall","270 dispensary",Dispensary,mcalester,Pittsburg,2024-01-23
DAAA-LZAY-JK25,"KKKKKS, LLC","Fire Bloom",Dispensary,"Oklahoma City",Oklahoma,2024-01-23
DAAA-C4K6-ORDE,"D-LUXE EXPRESS DISPENSARY LLC","D-LUXE EXPRESS DISPENSARY LLC",Dispensary,OKMULGEE,Okmulgee,2024-01-23
DAAA-WPMJ-QOBS,"Pure Craft Farms, LLC","Pure Craft Farms",Dispensary,Tulsa,Creek,2024-01-23
DAAA-4UZP-OZ34,"JuicePatrol LLC","JuicePatrol LLC",Dispensary,lexington,Cleveland,2024-01-23
DAAA-3E2T-RAJV,"Uptown Group LLC","The Warehouse Wholesale Cannabis",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-24
DAAA-IA61-7DQG,"Luxury Gas LLC","Luxury Gas LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-24
DAAA-WVTP-DSCQ,"Feshani LLC","Ganja Plus 2620 SW 29TH",Dispensary,"Oklahoma City",Oklahoma,2024-01-24
DAAA-7VED-HHRA,"Dispensary Near Me, LLC","Dispensary Near Me",Dispensary,arcadia,Logan,2024-01-25
DAAA-ZCP1-DJAN,"ALTERNATIVE VENTURES LLC","KUSH GARDENTS STORE 15",Dispensary,FOSTER,Stephens,2024-01-25
DAAA-328L-SUSC,"American Cannabis Company - 14, LLC","American Cannabis Company - 14, LLC",Dispensary,Enid,Garfield,2024-01-25
DAAA-EI43-UTGV,"GVT GROUP LTD. CO.","GVT GROUP LTD. CO.",Dispensary,"Oklahoma City",Oklahoma,2024-01-25
DAAA-Z7TW-9NYY,"Mariteq Dispensaries LLC","Redbird Birdhouse OKC",Dispensary,"Oklahoma City",Oklahoma,2024-01-25
DAAA-ZPWR-BJZU,"NUGZ LLC",NUGZ,Dispensary,Purcell,McClain,2024-01-26
DAAA-LRBY-SW19,"SCOC Dispensary LLC","SCOC Dispensary LLC",Dispensary,Skiatook,Osage,2024-01-26
DAAA-NE8C-CVMH,"Pot Luck Dispensary LLC","Pot Luck Dispensary LLC",Dispensary,"RUSH SPRINGS",Grady,2024-01-26
DAAA-QSZA-4QK9,"Popular Agriculture LLC","Azteca Garden",Dispensary,Beggs,Okmulgee,2024-01-26
DAAA-51QN-1OST,"TGM FARMS LLC","TGM Farms LLC",Dispensary,Sapulpa,Creek,2024-01-26
DAAA-LM3P-8SDS,"NEXLEAF DISPENSARY, LLC","NEXLEAF DISPENSARY, LLC",Dispensary,EDMOND,Oklahoma,2024-01-26
DAAA-B81L-W0B4,"Freeman Marlow","Manka Na",Dispensary,"Red Rock",Noble,2024-01-27
DAAA-J7MM-LDXT,"Stepp N Out","Stepp N Out",Dispensary,Wagoner,Wagoner,2024-01-30
DAAA-HHQB-RTOD,"Kind Origin Cannabis LLC","Kind Origin Cannabis LLC",Dispensary,Ada,Pontotoc,2024-01-30
DAAA-8AOH-YKSE,"Uncle Pip's Hillbilly Remedies LLC","Uncle Pip's Hillbilly Remedies LLC",Dispensary,Wapanucka,Johnston,2024-01-30
DAAA-I2CY-NG8N,"agafi management, LLC","agafi management, LLC",Dispensary,"Coalgate - Unincorporated",Coal,2024-01-30
DAAA-AEQ8-QJLX,"Bread and Butter Genetics Dispensary LLC","Bread and Butter Genetics Dispensary LLC",Dispensary,"Oklahoma City",Oklahoma,2024-01-31
DAAA-NGQX-S4QN,"Natures Healing Collective LLC","Natures Healing Collective LLC",Dispensary,"Midwest City",Oklahoma,2024-01-31
DAAA-W9XY-XV6B,"The Canna Shack LLC","The Canna Shack LLC",Dispensary,Tulsa,Tulsa,2024-01-31
DAAA-NHSL-XOBQ,"El Camino Holdings, LLC","El Camino Holdings, LLC",Dispensary,Wanette,Pottawatomie,2024-01-31
DAAA-4C40-FLYX,"Hidden Gemz Dispensary LLC","Hidden Gemz Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-01
DAAA-4I2D-MKLP,"Four Pie Plus Property LLC","Four Pie Dispensary",Dispensary,"Pauls Valley",Garvin,2024-02-01
DAAA-MGHI-DOX7,"THC UNLIMITED, LLC","THC UNLIMITED, LLC",Dispensary,Eufaula,McIntosh,2024-02-01
DAAA-OQ0N-XG7I,"KEDARNATH LLC","SUPER FIRE CANNABIS",Dispensary,Wyandotte,Ottawa,2024-02-01
DAAA-FR6G-Q1V7,"HIGH VIBRATIONS, LLC","HIGH VIBRATIONS, LLC",Dispensary,WYANDOTTE,Ottawa,2024-02-01
DAAA-0Y4W-1R6H,"PG2 DISPENSARY LLC","PG2 DISPENSARY",Dispensary,goldsby,McClain,2024-02-02
DAAA-YG0L-FZZB,"Canna Springs LLC","Lakeside Dispensary - Mannford",Dispensary,Mannford,Creek,2024-02-02
DAAA-Z3VC-PSJS,"Sampson Cannabis Outlet, LLC","Sampson Cannabis Outlet",Dispensary,Hinton,Caddo,2024-02-03
DAAA-WO3S-6OT0,"CN Solutions LLC","Nomadic Garden",Dispensary,"Oklahoma City",Oklahoma,2024-02-03
DAAA-DMVW-NAWP,"Archipelago Operations LLC","Stash House 420",Dispensary,Eufaula,McIntosh,2024-02-03
DAAA-9ZJD-ZCQ6,"Botanical Apotheca LLC","Botanical Apotheca LLC",Dispensary,"Oklahoma City",Oklahoma,2024-02-06
DAAA-SNMU-6ZY5,"Christopher Scott Ray Berry","Cj's Place",Dispensary,Enid,Garfield,2024-02-08
DAAA-3ZGJ-QUXH,"Lycan Products Inc.","Lycan Products Inc.",Dispensary,"Broken Arrow",Tulsa,2024-02-10
DAAA-TXUV-30U0,"Electric Lettuce LLC","Another F-ing Dispensary",Dispensary,"Oklahoma City",Oklahoma,2024-02-10
DAAA-NNY2-HXT8,"ping xiong",420/7,Dispensary,grove,Delaware,2024-02-13
DAAA-A9V5-RAE0,"Freda Ritter","WGW Farm",Dispensary,Marlow,Stephens,2024-02-14
DAAA-CRJQ-V68G,"LOST BOYS REFINING LLC","LOST BOYS REFINING LLC",Dispensary,CUSHING,Payne,2024-02-15
DAAA-8JVA-BYIP,"Bobby Mitchell DBA Green Iris Dispensary","Green Iris Dispensary",Dispensary,Hinton,Caddo,2024-02-15
DAAA-KYJ4-DUD1,"MJ PHARMA LLC","MJ PHARMA LLC",Dispensary,"SAND SPRINGS",Osage,2024-02-15
DAAA-A6C9-0D0I,"Totalee Cannabis LLC","Totalee Cannabis LLC",Dispensary,Ardmore,Carter,2024-02-21
DAAA-WMLI-69L5,"PONCA CITY DISPENSARY INC","Vice Dispensary Blackwell",Dispensary,Blackwell,Kay,2024-02-22
DAAA-HB0V-E53X,"STATE LINE DISPENSARY LLC","STATE LINE DISPENSARY OF POCOLA",Dispensary,Pocola,"Le Flore",2024-02-22
DAAA-O3DR-YJ4R,"STATE LINE DISPENSARY LLC","STATE LINE DISPENSARY GARRISON BRIDGE",Dispensary,Moffett,Sequoyah,2024-02-22
DAAA-4PG5-NM9H,"Oklahoma Kush Cannabis Company No. 2, LLC","Oklahoma Kush Cannabis Company No. 2, LLC",Dispensary,"Oklahoma City",Oklahoma,2024-02-23
DAAA-C3Y8-2Z30,"Oklahoma Kush Cannabis Company No. 3, LLC","Oklahoma Kush Cannabis Company No. 3, LLC",Dispensary,Mcalester,Sequoyah,2024-02-24
DAAA-Y3D0-K8G1,"GUJARATI GANJA LLC","TACORA HILLS CANNABIS",Dispensary,Claremore,Rogers,2024-02-27
DAAA-Z15R-OR0D,"KNIGHT FARMS LLC","Tater Hill Dispensary",Dispensary,Ardmore,Carter,2024-02-27
DAAA-ZJDK-JANY,"Blazed Roots LLC","Blazed Roots LLC",Dispensary,Pocola,"Le Flore",2024-02-27
DAAA-MXPR-KU8V,"Jolly Greens LLC","Jolly Greens LLC",Dispensary,Kingston,Marshall,2024-05-22
